id,delivery_time
8495,456.39558386058377
8496,647.7689583488407
8497,664.6801818181817
8498,1104.4196976030503
8499,846.947846015096
8500,854.9918899711397
8501,585.2543832001331
8502,855.5008571151072
8503,505.5157006465758
8504,348.98537561621384
8505,1603.3303106615608
8506,542.6920669640815
8507,1246.6002481089172
8508,1263.2932049894553
8509,814.9419777999775
8510,828.5550367002279
8511,563.6003452935953
8512,612.4177888916643
8513,551.9909375346874
8514,333.84748271173265
8515,1157.8894630092136
8516,341.8969744699744
8517,1149.8856942363198
8518,359.0828660506162
8519,276.2151509601509
8520,929.591012820513
8521,1716.2848732378732
8522,1525.8210053059686
8523,912.7364130036627
8524,402.9898762765014
8525,1614.7241203379945
8526,901.1550251447901
8527,1015.8347230612521
8528,269.0095853949972
8529,1296.0911783771785
8530,1141.7046841867284
8531,789.4523625867597
8532,512.6012394827394
8533,619.975059107559
8534,1377.36667993118
8535,533.1720786990787
8536,775.1647459207458
8537,396.6125714269391
8538,479.17707025327627
8539,1343.6457357364852
8540,350.9855377677878
8541,562.2317313797313
8542,788.5216547570075
8543,441.23660259185266
8544,357.9757230824732
8545,259.2116108421162
8546,2049.776430652681
8547,209.09506186868697
8548,364.5860892718393
8549,527.1695065675639
8550,824.8022410089903
8551,698.6352945387944
8552,759.645493950494
8553,1309.5478481902087
8554,313.08452448939954
8555,555.5558435453436
8556,299.39735590226775
8557,786.512519272394
8558,425.11311435786445
8559,772.950966866467
8560,639.3410268897767
8561,285.86022728660237
8562,598.388654761905
8563,875.9386824009323
8564,1236.699712620713
8565,413.5368864468865
8566,1148.1748487900986
8567,1164.9136851029084
8568,798.2779920773669
8569,1203.4406414516855
8570,694.175253052503
8571,743.1293581255347
8572,580.3774183594184
8573,810.9374124486623
8574,329.28427200250735
8575,648.7605473692973
8576,573.0736216283717
8577,552.3033309468308
8578,991.9203426573426
8579,1139.637060948855
8580,446.3660412055266
8581,737.3367711732711
8582,1284.827464230214
8583,815.1430789210785
8584,701.8380046481294
8585,659.8811866630105
8586,416.6739121572872
8587,332.9015057165057
8588,792.5592496392497
8589,1082.6731721195467
8590,1067.96115211792
8591,343.9983463897214
8592,678.2840024787307
8593,268.60319949494954
8594,732.5233341103341
8595,893.5081499334
8596,555.2688150738152
8597,970.9480257797758
8598,305.5343005368814
8599,1177.3315106005105
8600,1518.72149997225
8601,557.1051063560622
8602,619.5684888306137
8603,601.5824014874013
8604,554.7514884370015
8605,545.970488095238
8606,739.0377795815292
8607,903.5045947108446
8608,1123.839413003663
8609,1650.081576812077
8610,488.47353993229024
8611,723.5930467171718
8612,306.7684576257077
8613,522.6459151265402
8614,591.5839242146743
8615,754.1041674436675
8616,909.6792714328153
8617,423.2434496989939
8618,378.3436715229215
8619,822.3950887307137
